,name,name_parent,depth
4373,"<Glasvezel> EVC 200 Mbit/s Premium of Basic
Projectnummer:
<aansluitadres>",Internet Services,3.0
4374,"<Glasvezel> EVC 900 Mbit/s Premium of Basic
Projectnummer:
<aansluitadres>",Internet Services,3.0
4375,"Fiber Access Plus 100 Mbit/s
<aansluitadres>",Internet Services,3.0
4376,"Fiber Access Lite 20 Mbit/s
<aansluitadres>",Internet Services,3.0
4377,"Essential (xDSL/FttX) tot 500 Mbit/s Silver
<aansluitadres>",Internet Services,3.0
4378,"Infrastructuur <Leverancier> Radio Access x
xbit/s
<aansluitadres>",Internet Services,3.0
4379,VDSL tot 100Mbit/s down/ tot 25Mbit/s up (per maand),Internet Services,3.0
4380,Internet 50Mbit/s 1:1 via NDIX (per maand),Internet Services,3.0
4381,Internet 200Mbit/s 1:10 via NDIX (per maand),Internet Services,3.0
4382,Internet 50Mbit/s 1:1  via NDIX ( per maand ),Internet Services,3.0
4383,VVDSL ( per maand),Internet Services,3.0
4384,Verbinding VDSL (per maand),Internet Services,3.0
4385,Glasvezel 1000Mbit/s symmetrisch (per maand),Internet Services,3.0
4386,Point-to-point 50 Mbit/s 1:5 (per maand),Internet Services,3.0
4387,"Smart Glasnet EVC 10 Mbit/s
<aansluitadres>",Internet Services,3.0
4388,"Fiber Access Centric Enterprise 5 Mbit/s
inclusief 24/7 Storingsdienst
<aansluitadres>",Internet Services,3.0
4389,"1 IP adres t.b.v.
<ip-adres>
<aansluitadres>",Internet Services,3.0
4390,"Rekam EVC 200 Mbit/s
<aansluitadres>",Internet Services,3.0
4391,"Fiber KPN Silver VLAN 100 Mbit/s
Contractduur x jaar tot xx/xx/xxxx
EVC: WOS05
<aansluitadres>",Internet Services,3.0
4392,"Fiber Access Basic 500 Mbit/s
<aansluitadres>",Internet Services,3.0
4393,"KPN BVDSL tot 50 Mbit/s Silver
Contractnummer:
<aansluitadres>",Internet Services,3.0
4394,"Cranendonck Silver EVC 100 Mbit/s
<aansluitadres>",Internet Services,3.0
4395,"Fiber Access EuroFiber Enterprise 500 Mbit/s
inclusief 24/7 Storingsdienst
Projectnummer:
<aansluitadres>",Internet Services,3.0
4396,"Infrastructuur DELTA Fiber
<aansluitadres>",Internet Services,3.0
4397,"4G 5 Gbyte/maand - Basic
Best Effort - FUP
SIM Kaart:
Telefoonnummer: 097-",Internet Services,3.0
4398,"Infrastructuur via Midden-BrabantGlas
<aansluitadres>",Internet Services,3.0
4399,"Fiber Access Max 2000 Mbit/s
<aansluitadres>",Internet Services,3.0
4400,200Mbit/s symmetrisch 1:5 (per maand),Internet Services,3.0
4401,/29 IPv4 IP Space (per maand),Internet Services,3.0
4402,Internet 100Mbit/s 1:10 via NDIX (per maand),Internet Services,3.0
4403,Datacenterpoort ( per maand),Internet Services,3.0
4404,Glasvezel 50 Mbit/s symmetrisch 1:5 (per maand),Internet Services,3.0
4405,"Infrastructuur via KempenGlas
Contractnummer:
<aansluitadres>",Internet Services,3.0
4406,"Rekam EVC 500 Mbit/s
<aansluitadres>",Internet Services,3.0
4407,Magento Pro,Professional Hosting,4.0
4408,Magento Professional XL Development,Professional Hosting,4.0
4409,Magento Professional XL,Professional Hosting,4.0
4410,Magento Grow Development,Professional Hosting,4.0
4411,Magento Grow,Professional Hosting,4.0
4412,Magento Professional Large,Professional Hosting,4.0
4413,Magento Start (2015),Professional Hosting,4.0
4414,Magento Cluster Dual Node SLA,Professional Hosting,4.0
4415,Magento Go Big Large Development,Professional Hosting,4.0
4416,Magento Start Development,Professional Hosting,4.0
4417,Magento Professional Large,Professional Hosting,4.0
4418,Magento Grow Development,Professional Hosting,4.0
4419,Professional Small,Professional Hosting,4.0
4420,Magento Professional 5XL,Professional Hosting,4.0
4421,Magento Professional Medium Development,Professional Hosting,4.0
4422,Magento Professional XL Development,Professional Hosting,4.0
4423,Dedicated Magento Server,Professional Hosting,4.0
4424,Magento Grow,Professional Hosting,4.0
4425,Magento Go Big 2XL,Professional Hosting,4.0
4426,Magento Go Big Medium Development,Professional Hosting,4.0
4427,Magento Professional Large Development,Professional Hosting,4.0
4428,Magento Grow,Professional Hosting,4.0
4429,Magento Grow,Professional Hosting,4.0
4430,Magento Go Big XL,Professional Hosting,4.0
4431,Magento Start (2017) Development,Professional Hosting,4.0
4432,Magento Professional Medium Development,Professional Hosting,4.0
4433,Magento Professional 2XL Development,Professional Hosting,4.0
4434,Magento Grow Development,Professional Hosting,4.0
4435,Magento Professional XL,Professional Hosting,4.0
4436,Magento Trial,Professional Hosting,4.0
4437,Magento Start (2017),Professional Hosting,4.0
4438,Magento Professional 4XL,Professional Hosting,4.0
4439,Magento Professional Medium,Professional Hosting,4.0
4440,Magento Start,Professional Hosting,4.0
4441,Magento Basic HCL,Professional Hosting,4.0
4442,Magento Professional Medium,Professional Hosting,4.0
4443,Magento Professional 2XL,Professional Hosting,4.0
4444,Professional Small Development,Professional Hosting,4.0
4445,Dedicated Magento Server SLA,Professional Hosting,4.0
4446,Magento Professional Large Development,Professional Hosting,4.0
4447,Magento Professional 3XL,Professional Hosting,4.0
4448,Magento Professional XL Development,Professional Hosting,4.0
4449,Magento Go Big Large,Professional Hosting,4.0
4450,Magento Professional XL,Professional Hosting,4.0
4451,Magento Go Big Medium,Professional Hosting,4.0
4452,Domeinnaam .nl (per maand),Domains .nl,3.0
4453,Domeinregistratie .CO.NL,Domains .nl,3.0
4454,ODOM,Domains .nl,3.0
4455,.nl,Domains .nl,3.0
4456,Domeinregistratie .nl,Domains .nl,3.0
4457,Domeinregistratie .NL,Domains .nl,3.0
4458,Een DDS Domein met .nl extensie,Domains .nl,3.0
4459,.nl,Domains .nl,3.0
4460,Domeinregistratie .nl,Domains .nl,3.0
4461,.co.nl,Domains .nl,3.0
4462,Domain registration .nl,Domains .nl,3.0
4463,New Webhosting S,Webhosting Legacy,4.0
4464,New Webhosting XL,Webhosting Legacy,4.0
4465,New Webhosting L,Webhosting Legacy,4.0
4466,"2 in 1 economy pakket VoIP SIP 2 abonnement
inclusief telefoonnummer",?,3.0
4467,"VoIP SIP Onbeperkt bellen Europa
inclusief telefoonnummer",?,3.0
4468,Anti-DDoS > 1 Gbit/s,?,3.0
4469,Setup eenmalig,?,3.0
4470,Setup Hosted Hardware,?,3.0
4471,"VoIP SIP 1 abonnement
inclusief telefoonnummer",?,3.0
4472,"Infrastructuur Rekam <bedrijventerrein>
<aansluitadres>",?,3.0
4473,"Metro Ethernet Connect Premium t/m 10 Mbit/s
<glasvezelleverancier>
Contractduur <xx> jaar tot <xx/xx/xxxx>
<aansluitadres>",?,3.0
4474,"Alles-in-een VoIP SIP 3 abonnement
inclusief telefoonnummer",?,3.0
4475,"24/7 Storingsdienst
t.b.v. <dienst/glasvezelleverancier>
<aansluitadres>",?,3.0
4476,"IP Private Network Basic t/m 10 Mbit/s
<glasvezelleverancier>
<aansluitadres>",?,3.0
4477,"IP-TV Basispakket <Leverancier> 30 Zenders
MAC-adres:
Contractduur 1 jaar tot xx/xx/20xx
IPTV powered by InCompanyMedia",?,3.0
4478,Compass Seat (per maand),?,3.0
4479,Settopbox Adapter,?,3.0
4480,GlaspatchTDCA (per maand),?,3.0
4481,"Cloud Connect Circuit Basic 100 Mbit/s
<ExpressRoute> of <AWS Direct Connect> of
<OpenStack Connect>
<Key: XL02345676789900> of <ID: 012345678912>",?,3.0
4482,"Cloud Connect Break-Out port Basic 1000 Mbit/s
<datacenter>",?,3.0
4483,Anti-DDoS t/m 1000 Mbit/s,?,3.0
4484,Whitelist per persoon TDCA (per maand),?,3.0
4485,24x7 Zelfstandige toegang ( per persoon) (per maand),?,3.0
4486,Wavelength (per maand),?,3.0
4487,Sendgrid (externe mail service),?,3.0
4488,"IP-TV Pluspakket <Leverancier> 60 Zenders
MAC-adres:
Contractduur 1 jaar tot xx/xx/20xx
IPTV powered by InCompanyMedia",?,3.0
4489,"Secure VoIP 4/5 Mbit/s
<aansluitadres>",?,3.0
4490,"Infrastructuur via Parkned
Contractnummer:
<aansluitadres>",?,3.0
4491,"Infrastructuur via SBBU
Contractnummer:
<aansluitadres>",?,3.0
4492,Betaling op factuur,?,3.0
4493,Eenmalige kosten,?,3.0
4494,Setup (eenmalig),?,3.0
4495,"Gratis Demonstratie VoIP SIP 2 abonnement
inclusief telefoonnummer",?,3.0
4496,"Tele2 Infra On-Net 1000 Mbit/s 99,9%
<aansluitadres>",?,3.0
4497,"Infra De Copenvezel
<aansluitadres>",?,3.0
4498,"Infrastructuur via Breedband Tilburg
Contractnummer:
<aansluitadres>",?,3.0
4499,Setup (eenmalig),?,3.0
4500,Datacenterpoort (per maand),?,3.0
4501,SSL DEAL,?,3.0
4502,"VoIP SIP 60 abonnement
inclusief telefoonnummer",?,3.0
4503,"24/7 Storingsdienst
<t.b.v. Leverancier>",?,3.0
4504,"Internet Access Datacenter IT-Lockers met
1 TB upload en 1 TB download dataverkeer
<Aansluiting van xxx Mbit/s (xxxx base xx)>",?,3.0
4505,"Eenmalige Partnerpremie t.b.v.
periode 01/10/19 t/m 31/03/20",?,3.0
4506,Prepaid,?,3.0
4507,"Darkfiber
A-zijde:
B-zijde:",?,3.0
4508,"Magneetvoetantenne incl. x meter kabel
Contractduur x jaar tot xx/xx/xxxx",?,3.0
4509,verkoop kosten,?,3.0
4510,"IP Private Network Premium t/m 50 Mbit/s
<glasvezelleverancier>
Contractduur xx jaar tot xx/xx/xxxx
<aansluitadres>",?,3.0
4511,"IP Private Network Premium t/m 100 Mbit/s
<glasvezelleverancier>
Contractduur xx jaar tot xx/xx/xxxx
<aansluitadres>",?,3.0
4512,"IP-TV Set-top box
Contractduur 3 jaar tot xx/xx/20xx",?,3.0
4513,Opslag beheer 24x7 (per maand),?,3.0
4514,Randapparatuur (per maand),?,3.0
4515,Mobiel back-up verbinding (per maand),?,3.0
4516,"VoIP SIP 8 abonnement
inclusief telefoonnummer",?,3.0
4517,"Metro Ethernet Connect Basic t/m 100 Mbit/s
<glasvezelleverancier>
Contractduur <xx> jaar tot <xx/xx/xxxx>
<aansluitadres>",?,3.0
4518,"Metro Ethernet Connect Premium t/m 500 Mbit/s
<glasvezelleverancier>
Contractduur <xx> jaar tot <xx/xx/xxxx>
<aansluitadres>",?,3.0
4519,Anti-DDoS t/m 500 Mbit/s,?,3.0
4520,Redundante Uplink (per maand),?,3.0
4521,Percolate,?,3.0
4522,"VoIP SIP 2 abonnement
inclusief telefoonnummer",?,3.0
4523,Setup eenmalig,?,3.0
4524,"Tele2 Infra On-Net 1000 Mbit/s 99,6%
<aansluitadres>",?,3.0
4525,"VoIP SIP Onbeperkt bellen Nederland
inclusief telefoonnummer",?,3.0
4526,"Korting volgens contractafspraak
periode",?,3.0
4527,Anti-DDoS t/m 100 Mbit/s,?,3.0
4528,"Metro Ethernet Connect Premium t/m 100 Mbit/s
<glasvezelleverancier>
Contractduur <xx> jaar tot <xx/xx/xxxx>
<aansluitadres>",?,3.0
4529,"Cloud Connect Circuit Premium 50 Mbit/s
<ExpressRoute> of <AWS Direct Connect> of
<OpenStack Connect>
<Key: XL02345676789900> of <ID: 012345678912>",?,3.0
4530,"Cloud Connect Circuit Premium 100 Mbit/s
<ExpressRoute> of <AWS Direct Connect> of
<OpenStack Connect>
<Key: XL02345676789900> of <ID: 012345678912>",?,3.0
4531,"Cloud Connect Circuit Premium 200 Mbit/s
<ExpressRoute> of <AWS Direct Connect> of
<OpenStack Connect>
<Key: XL02345676789900> of <ID: 012345678912>",?,3.0
4532,Patch UTP Equinix EN1 (per maand),?,3.0
4533,Setup Eenmalig,?,3.0
4534,"VoIP SIP 5 abonnement
inclusief telefoonnummer",?,3.0
4535,"Tele2 Infra 800 Mbit/s 99,9%
<aansluitadres>",?,3.0
4536,"Genexis media Converter
Type:",?,3.0
4537,Setup Eenmalig,?,3.0
4538,"VoIP SIP 6 abonnement
inclusief telefoonnummer",?,3.0
4539,"VoIP SIP 4 abonnement
inclusief telefoonnummer",?,3.0
4540,"VoIP SIP 15 abonnement
inclusief telefoonnummer",?,3.0
4541,"VoIP SIP 45 abonnement
inclusief telefoonnummer",?,3.0
4542,"Poortkosten <netwerk>
Contractduur x jaar tot xx/xx/xxxx",?,3.0
4543,"Cloud Connect Circuit Basic 50 Mbit/s
<ExpressRoute> of <AWS Direct Connect> of
<OpenStack Connect>
<Key: XL02345676789900> of <ID: 012345678912>",?,3.0
4544,"Infrastructuur via HTC
Poortnummer:
<aansluitadres>",?,3.0
4545,Fortinet Support Coverage Fortigate 60E firewall (per maand),?,3.0
4546,Comodo PositiveSSL - Wildcard,?,3.0
4547,"IP Private Network Basic t/m 100 Mbit/s
<glasvezelleverancier>
<aansluitadres>",?,3.0
4548,Canal Digitaal Entertainment HD,?,3.0
4549,"VoIP SIP 3 abonnement
inclusief telefoonnummer",?,3.0
4550,"IP Private Network Basic t/m 200 Mbit/s
Contractduur x tot xx/xx/20xx
<glasvezelleverancier>
<aansluitadres>",?,3.0
4551,"IP Private Network Basic t/m 500 Mbit/s
<glasvezelleverancier>
<aansluitadres>",?,3.0
4552,Wordpress algemeen,?,3.0
4553,1000MB extra diskruimte,Extra HD space,4.0
4554,250MB extra diskruimte,Extra HD space,4.0
4555,2500MB extra diskruimte,Extra HD space,4.0
4556,1 MB Disk Space (additional),Extra HD space,4.0
4557,MSOFFICE_PRO,Microsoft,3.0
4558,Windows Remote Desktop Services,Microsoft,3.0
4559,Windows Remote Desktop Services,Microsoft,3.0
4560,Microsoft Windows Server 2022 Standard,Microsoft,3.0
4561,Microsoft Windows Server 2012 R2 Standard,Microsoft,3.0
4562,Microsoft Windows Server 2016 Standard,Microsoft,3.0
4563,Microsoft SQL Server Web,Microsoft,3.0
4564,Microsoft Office Standard,Microsoft,3.0
4565,Microsoft Windows Server 2019 Standard,Microsoft,3.0
4566,Windows webhosting account,Microsoft,3.0
4567,WIN_ANTIVIR,Microsoft,3.0
4568,Microsoft Windows Server 2022 Standard (per twee cores),Microsoft,3.0
4569,Microsoft Windows Server 2019 Standard,Microsoft,3.0
4570,WIN_MSSQL2019,Microsoft,3.0
4571,Microsoft Windows Server 2022 Standard,Microsoft,3.0
4572,Microsoft Office Standard,Microsoft,3.0
4573,Microsoft 365 Apps for enterprise,Microsoft,3.0
4574,Microsoft Windows Server 2008 R2 Enterprise,Microsoft,3.0
4575,Windows Remote Desktop Services,Microsoft,3.0
4576,Microsoft Windows Server 2019 Standard (per two cores),Microsoft,3.0
4577,Microsoft Windows Server 2012 R2 Standard,Microsoft,3.0
4578,Microsoft Windows Server 2016 Standard,Microsoft,3.0
4579,Microsoft SQL Server Standard,Microsoft,3.0
4580,Microsoft SQL Server Web,Microsoft,3.0
4581,Microsoft Exchange Standard,Microsoft,3.0
4582,Microsoft 365-apps voor bedrijven,Microsoft,3.0
4583,Microsoft 365 Business Standard,Microsoft,3.0
4584,Windows Remote Desktop Services,Microsoft,3.0
4585,WINOS_HYPERV,Microsoft,3.0
4586,Microsoft Windows Server 2012 R2 Standard (per twee cores),Microsoft,3.0
4587,MSSQL 2016 Web,Microsoft,3.0
4588,Microsoft Office Professional,Microsoft,3.0
4589,Office 365 Enterprise E3,Microsoft,3.0
4590,Office 365 ProPlus,Microsoft,3.0
4591,WIN_MSSQL2017,Microsoft,3.0
4592,Windows Remote Desktop Services,Microsoft,3.0
4593,Microsoft Windows Server 2016 Standard,Microsoft,3.0
4594,Microsoft SQL Server Web,Microsoft,3.0
4595,WIN_TS,Microsoft,3.0
4596,WIN_MSSQL2012,Microsoft,3.0
4597,Microsoft SQL Server Standard,Microsoft,3.0
4598,Microsoft Windows Server 2019 Standard,Microsoft,3.0
4599,Office 365 Installatie Service,Microsoft,3.0
4600,WINOS_2016,Microsoft,3.0
4601,Microsoft Windows Server 2012 R2 Standard,Microsoft,3.0
4602,Microsoft Windows Server 2012 R2 Standard,Microsoft,3.0
4603,Microsoft Windows Server 2016 Standard,Microsoft,3.0
4604,Microsoft Windows Server 2012 R2 Standard (per twee cores),Microsoft,3.0
4605,Microsoft Windows Server 2008 R2 Standard,Microsoft,3.0
4606,Microsoft Windows Server 2019 Standard,Microsoft,3.0
4607,Microsoft 365 Business Basic,Microsoft,3.0
4608,WIN_BACKUP_SOFT,Microsoft,3.0
4609,WIN_MSSQL2016,Microsoft,3.0
4610,Microsoft Exchange Enterprise,Microsoft,3.0
4611,Microsoft Windows Server 2012 R2 Standard (per two cores),Microsoft,3.0
4612,Microsoft Windows Server 2022 Standard,Microsoft,3.0
4613,MSOFFICE_STD,Microsoft,3.0
4614,Microsoft Windows Server 2016 Standard (per twee cores),Microsoft,3.0
4615,Microsoft Windows Server 2019 Standard (per twee cores),Microsoft,3.0
4616,1 snapshot,Snapshots,3.0
4617,1 snapshot,Snapshots,3.0
4618,1 snapshot,Snapshots,3.0
4619,2000 GB extra Big Storage + Backups,Big Storage,4.0
4620,Big Storage Disk 2000 GB,Big Storage,4.0
4621,2000 GB extra Big Storage,Big Storage,4.0
4622,2000 GB extra Big Storage,Big Storage,4.0
4623,Big Storage Disk 2000 GB + Backups,Big Storage,4.0
4624,Big Storage Disk 2000 GB + Back-ups,Big Storage,4.0
4625,Big Storage Disk 2000 GB,Big Storage,4.0
4626,Big Storage Disk 2000 GB,Big Storage,4.0
4627,2000 GB extra Big Storage + Back-ups,Big Storage,4.0
4628,2000 GB extra Big Storage + Backups,Big Storage,4.0
4629,Big Storage Disk 2000 GB + Backups,Big Storage,4.0
4630,Big Storage Disk 2000 GB,Big Storage,4.0
4631,2000 GB extra Big Storage,Big Storage,4.0
4632,2000 GB extra Big Storage + Back-ups,Big Storage,4.0
4633,Big Storage Disk 2000 GB + Back-ups,Big Storage,4.0
4634,Switch + 11 router (per maand),Managed Hardware,3.0
4635,Managed Router Cisco 1900 Series (per maand),Managed Hardware,3.0
4636,Randapparatuur ( per maand),Managed Hardware,3.0
4637,"Fortigate 60E - Silver
Contractduur 3 jaar tot xx/xx/xxxx
Serienummer:
MAC-adres:",Managed Hardware,3.0
4638,Access Switch - Standard (per maand),Managed Hardware,3.0
4639,"Managed Router C111x-4PLTEEA
Serienummer:",Managed Hardware,3.0
4640,"Managed router Cisco 88x Silver incl.Lifecycle
Contractduur 3 jaar tot xx/xx/xxxx
Serienummer:
MAC-adres:",Managed Hardware,3.0
4641,"Managed router Cisco 29xx Gold incl.Lifecycle
Contractduur 3 jaar tot xx/xx/xxxx
Serienummer:
MAC-adres:",Managed Hardware,3.0
4642,Managed Router Cisco 1900 Series (per maand),Managed Hardware,3.0
4643,"Managed Router C111x
Serienummer:",Managed Hardware,3.0
4644,Managed Router Zyxel 334,Managed Hardware,3.0
4645,Managed Switch ( per maand),Managed Hardware,3.0
4646,"Managed Router Cisco 1117
Serienummer:",Managed Hardware,3.0
4647,"IPSEC Virtual Private Network
t.b.v. Managed Router Fortigate xx",Managed Hardware,3.0
4648,LAN Switch - Standard (per maand),Managed Hardware,3.0
4649,"Fortigate 60E - Gold
Contractduur 3 jaar tot xx/xx/xxxx
Serienummer:
MAC-adres:",Managed Hardware,3.0
4650,Managed Switch SG350-10 (per maand),Managed Hardware,3.0
4651,Managed Router diversen,Managed Hardware,3.0
4652,"Managed Router Westermo MRD-455
Contractduur x jaar tot xx/xx/xxxx
Serienummer:",Managed Hardware,3.0
4653,Randapparatuur (per maand),Managed Hardware,3.0
4654,Managed Firewall,Managed Hardware,3.0
4655,Managed router Cisco 2900 Silver,Managed Hardware,3.0
4656,Managed Router Cisco 2900 Series (per maand),Managed Hardware,3.0
4657,Managed Router Cisco 1900 Series (per maand),Managed Hardware,3.0
4658,Managed Router Cisco 2900 Series (per maand),Managed Hardware,3.0
4659,Managed Switch Cisco SG300-10 (per maand),Managed Hardware,3.0
4660,Managed Router Cisco 2900 Series (per maand),Managed Hardware,3.0
4661,Managed Switch 48 Port (per maand),Managed Hardware,3.0
4662,"Service Level Management & Beheer
Contractduur 3 jaar tot xx/xx/xxxx",Managed Hardware,3.0
4663,"Managed Switch (Back to front cooling)
Contractduur x jaar tot xx/xx/xxxx
Hostname:",Managed Hardware,3.0
4664,COLO,Colocation,4.0
4665,Colocatie 1U Equinix EN1 (per maand),Colocation,4.0
4666,Gratis Colocatie 2U,Colocation,4.0
4667,Shared Rackspace,Colocation,4.0
4668,5TB dataverkeer,Colocation,4.0
4669,Dedicated Dell PE R430 incl. 500GB DV,Colocation,4.0
4670,Medewerker Colocatie,Colocation,4.0
4671,"Colo 2U inclusief 1 TB data en 1 PDU
Rack **, Unit **, PDU ******",Colocation,4.0
4672,Rack Colocatie 46U,Colocation,4.0
4673,Colocatie Datacenter Arnhem 1/4 rack (per maand),Colocation,4.0
4674,Gratis Colocatie 10U,Colocation,4.0
4675,2.5TB dataverkeer,Colocation,4.0
4676,Colocatie 2u Advanced,Colocation,4.0
4677,Colocatie Dataplace Arnhem 1/4 rack (per maand),Colocation,4.0
4678,Stack 2000GB,Filehosting,2.0
4679,Stack 1000GB,Filehosting,2.0
4680,Stack 1000GB Gratis,Filehosting,2.0
4681,Stack 10000GB,Filehosting,2.0
4682,Stack 250GB,Filehosting,2.0
4683,Stack 10000GB,Filehosting,2.0
4684,Stack 250GB,Filehosting,2.0
4685,Stack 1000GB,Filehosting,2.0
4686,Stack 1000GB + 250GB Bonus,Filehosting,2.0
4687,Stack 1000GB Gratis,Filehosting,2.0
4688,Stack 2000GB,Filehosting,2.0
4689,Verificatie betaalmethode,Other,2.0
4690,Medewerkerkorting,Other,2.0
4691,Setupkosten Datacenter (eenmalig),Other,2.0
4692,Projectkorting de Beemd (per maand),Other,2.0
4693,Projectkorting (24x7 toeslag en Compass Seats) (per maand),Other,2.0
4694,Hardware - eenmalige kosten,Other,2.0
4695,Eenmalige kosten,Other,2.0
4696,Korting (per maand),Other,2.0
4697,Borg Router,Other,2.0
4698,Projectkorting (per maand),Other,2.0
4699,Evenementen Verbinding (eenmalig),Other,2.0
4700,Projectkorting on net locatie (per maand),Other,2.0
4701,Projectkorting,Other,2.0
4702,OS_Connect,Managed Services,1.0
4703,Spamexperts licentie 10 domeinnamen,Managed Services,1.0
4704,1 Spamexperts licentie +5 domeinnamen,Managed Services,1.0
4705,Switch + 11 router (per maand),Managed Services,1.0
4706,Beheer Linux Server (per maand),Managed Services,1.0
4707,VEEAM Cloud Connect,Managed Services,1.0
4708,Magento Pro,Managed Services,1.0
4709,Optimize,Managed Services,1.0
4710,Managed Magento shared brown Fox,Managed Services,1.0
4711,Managed Router Cisco 1900 Series (per maand),Managed Services,1.0
4712,Randapparatuur ( per maand),Managed Services,1.0
4713,5 Managed Cluster Units,Managed Services,1.0
4714,Magento Excellence Medium,Managed Services,1.0
4715,Magento Professional XL Development,Managed Services,1.0
4716,Magento Professional XL,Managed Services,1.0
4717,Magento Grow Development,Managed Services,1.0
4718,Magento Grow,Managed Services,1.0
4719,Magento Professional Large,Managed Services,1.0
4720,Managed Magento Dedicated Brown Jackal,Managed Services,1.0
4721,"Fortigate 60E - Silver
Contractduur 3 jaar tot xx/xx/xxxx
Serienummer:
MAC-adres:",Managed Services,1.0
4722,Access Switch - Standard (per maand),Managed Services,1.0
4723,Magento Start (2015),Managed Services,1.0
4724,Managed dedicated Orange Jackal,Managed Services,1.0
4725,"Managed Router C111x-4PLTEEA
Serienummer:",Managed Services,1.0
4726,"Managed router Cisco 88x Silver incl.Lifecycle
Contractduur 3 jaar tot xx/xx/xxxx
Serienummer:
MAC-adres:",Managed Services,1.0
4727,"Managed router Cisco 29xx Gold incl.Lifecycle
Contractduur 3 jaar tot xx/xx/xxxx
Serienummer:
MAC-adres:",Managed Services,1.0
4728,Managed Router Cisco 1900 Series (per maand),Managed Services,1.0
4729,Managed Services,Managed Services,1.0
4730,Backup Storage,Managed Services,1.0
4731,Magento Cluster Dual Node SLA,Managed Services,1.0
4732,Onderhoud contract SLA light,Managed Services,1.0
4733,"Managed Router C111x
Serienummer:",Managed Services,1.0
4734,Beheer Oracle Database Server (per maand),Managed Services,1.0
4735,Magento Go Big Large Development,Managed Services,1.0
4736,Magento Start Development,Managed Services,1.0
4737,Magento Professional Large,Managed Services,1.0
4738,Magento Grow Development,Managed Services,1.0
4739,SLA basis,Managed Services,1.0
4740,Managed discount,Managed Services,1.0
4741,Managed Router Zyxel 334,Managed Services,1.0
4742,Managed Switch ( per maand),Managed Services,1.0
4743,2 Managed Cluster Units,Managed Services,1.0
4744,Secure,Managed Services,1.0
4745,Magento Excellence Large,Managed Services,1.0
4746,Professional Small,Managed Services,1.0
4747,SLA Standard,Managed Services,1.0
4748,Hybrid Cloud,Managed Services,1.0
4749,Managed Magento shared platinum Fox,Managed Services,1.0
4750,Managed Magento staging Jackal,Managed Services,1.0
4751,"Managed Router Cisco 1117
Serienummer:",Managed Services,1.0
4752,"IPSEC Virtual Private Network
t.b.v. Managed Router Fortigate xx",Managed Services,1.0
4753,Engineer Hourly Rate (additional),Managed Services,1.0
4754,LAN Switch - Standard (per maand),Managed Services,1.0
4755,Performance,Managed Services,1.0
4756,Magento Professional 5XL,Managed Services,1.0
4757,"Fortigate 60E - Gold
Contractduur 3 jaar tot xx/xx/xxxx
Serienummer:
MAC-adres:",Managed Services,1.0
4758,Spamexperts licentie +10 domeinnamen (losse licentie),Managed Services,1.0
4759,Spamexperts licentie 5 domeinnamen,Managed Services,1.0
4760,Office365 business premium licentie,Managed Services,1.0
4761,Managed Switch SG350-10 (per maand),Managed Services,1.0
4762,Magento Professional Medium Development,Managed Services,1.0
4763,Magento Professional XL Development,Managed Services,1.0
4764,SLA Basic,Managed Services,1.0
4765,Managed Magento staging Fox,Managed Services,1.0
4766,Managed Router diversen,Managed Services,1.0
4767,"Managed Router Westermo MRD-455
Contractduur x jaar tot xx/xx/xxxx
Serienummer:",Managed Services,1.0
4768,SLA,Managed Services,1.0
4769,PREMIUMSUPPORT,Managed Services,1.0
4770,Randapparatuur (per maand),Managed Services,1.0
4771,Basisgebruik infrastructuur per user,Managed Services,1.0
4772,Dedicated Magento Server,Managed Services,1.0
4773,Magento Grow,Managed Services,1.0
4774,Personal Hosting,Managed Services,1.0
4775,Magento Go Big 2XL,Managed Services,1.0
4776,Magento Go Big Medium Development,Managed Services,1.0
4777,Magento Professional Large Development,Managed Services,1.0
4778,Magento Grow,Managed Services,1.0
4779,Magento Grow,Managed Services,1.0
4780,Hosting algemeen,Managed Services,1.0
4781,Managed Magento Dedicated Grey Jackal,Managed Services,1.0
4782,Managed Firewall,Managed Services,1.0
4783,Beheer All-Inclusive 8*5 (per maand),Managed Services,1.0
4784,Database Cluster SLA,Managed Services,1.0
4785,Magento Go Big XL,Managed Services,1.0
4786,Magento Start (2017) Development,Managed Services,1.0
4787,Magento Professional Medium Development,Managed Services,1.0
4788,Magento Professional 2XL Development,Managed Services,1.0
4789,Magento Grow Development,Managed Services,1.0
4790,Magento Professional XL,Managed Services,1.0
4791,Managed Magento Dedicated Yellow Jackal,Managed Services,1.0
4792,Managed shared Red Fox,Managed Services,1.0
4793,Managed router Cisco 2900 Silver,Managed Services,1.0
4794,Managed Router Cisco 2900 Series (per maand),Managed Services,1.0
4795,Managed Router Cisco 1900 Series (per maand),Managed Services,1.0
4796,Magento Trial,Managed Services,1.0
4797,Magento Start (2017),Managed Services,1.0
4798,Magento Professional 4XL,Managed Services,1.0
4799,Magento Professional Medium,Managed Services,1.0
4800,BACKUP_INTRA,Managed Services,1.0
4801,VRF,Managed Services,1.0
4802,Managed Router Cisco 2900 Series (per maand),Managed Services,1.0
4803,Managed Switch Cisco SG300-10 (per maand),Managed Services,1.0
4804,Managed Router Cisco 2900 Series (per maand),Managed Services,1.0
4805,Maandelijkse commerciele korting,Managed Services,1.0
4806,3 Managed Cluster Units,Managed Services,1.0
