id,cpu_load_mean_m_3,disk_octets_read_mean_m_3,disk_octets_write_mean_m_3,disk_ops_read_mean_m_3,disk_ops_write_mean_m_3,network_rx_mean_m_3,network_tx_mean_m_3,cpu_load_monthly_mean_delta,network_tx_monthly_mean_delta,network_rx_monthly_mean_delta,disk_ops_read_monthly_mean_delta,disk_ops_write_monthly_mean_delta,disk_octets_write_monthly_mean_delta,disk_octets_read_monthly_mean_delta,cpu_load_max_gradient,disk_octets_read_max_gradient,disk_octets_write_max_gradient,disk_ops_read_max_gradient,disk_ops_write_max_gradient,network_rx_max_gradient,network_tx_max_gradient,is_churn
198,238.80731180,0.64289891,1.39698699,16.85161290,94.26505376,0.07361362,0.40845148,10.09275627,0.05637738,-0.00423714,-9.30272043,1.72472043,0.12923716,-0.09576685,0.89018650,0.00013810,0.00295612,-0.29911846,0.05779605,-0.00005900,0.00251842,1
199,30.90612903,1.68105918,0.43379943,196.33419350,71.46688172,0.05911089,0.49365342,10.55168459,-0.00561301,0.03033336,60.68674910,26.12388172,0.14388273,0.55013947,0.09748881,0.01349487,0.00345160,1.52850502,0.66704636,0.00018376,-0.00094835,1
200,3.12612903,0.42139395,0.74909762,9.53806452,13.33247312,0.35197335,0.01655224,0.22354570,-0.00336547,0.10412695,-0.48826882,1.70836201,0.14770470,-0.04332809,0.00174863,-0.00035614,0.00349214,0.00378424,0.02552001,0.00205078,-0.00012628,0
201,42.98118280,3.79819041,1.28958277,154.93967740,31.13247312,14.26897714,12.61290750,1.38340502,2.65398995,2.91270515,63.95734409,10.86047312,0.37211575,0.64158571,0.03861326,0.01692112,0.00763152,1.47402010,0.26592403,0.05698221,0.05150676,0
202,26.04376344,1.06529231,1.44148205,34.15053763,52.25741935,0.72408071,1.50345359,-7.84434767,0.19229357,0.21609520,-27.30468459,20.53997491,-5.10328840,-5.87667278,-0.21171708,-0.18407215,-0.15842741,-0.84397902,0.90551049,0.00689877,0.00592740,1
203,7.06419355,0.92509922,0.32140123,196.37537630,1.44473118,0.01735147,0.02121241,-0.10258423,0.00760237,-0.00084843,-0.27695699,0.00028674,0.00107491,-0.01588169,-0.00460250,-0.00045594,-0.00002730,0.00046096,0.00012921,-0.00004630,0.00011202,0
204,5.40940860,2.35876088,0.59783586,23.04978495,9.57204301,0.32685162,0.94982962,0.69724194,0.68524053,0.11752540,0.94589606,3.04482079,0.13448315,0.02676927,0.01736991,0.00878552,0.00368384,0.11545408,0.08004248,0.00243579,0.00490991,0
205,36.00247312,1.87562744,2.02626720,86.57924731,37.27763441,0.85284216,0.68495592,-1.56397133,-0.37391553,-0.28022442,-25.90508602,-0.16169893,0.25119659,-0.37688744,-0.05921347,-0.01282015,0.00464568,-0.85136295,-0.09490146,-0.01477092,-0.01211006,0
206,14.98666667,1.60421382,1.67177007,117.86161290,28.64225806,0.47022862,0.16640132,-0.74011111,0.04455716,0.10006464,11.42439068,9.22370251,0.49390110,0.30026860,0.01976661,0.01852602,0.02615435,0.57933386,0.48123110,0.00317161,0.00175753,0
207,99.98860215,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000000,-0.00173118,0.00000000,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,-0.00001130,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
208,53.46559140,2.79663693,1.32712222,53.92956989,40.15215054,0.09948400,1.16168730,2.99748029,0.06633348,-0.00479284,2.40845878,1.10526165,0.19357601,0.18800421,0.09323956,0.00580110,0.00575006,0.03752759,0.01683924,-0.00063326,0.00437161,0
209,10.10016129,0.65230077,0.61494481,35.17279570,9.84322581,0.23420549,0.22914673,0.37682796,-0.00548453,0.00011112,5.00435125,4.38211470,0.07279325,0.00050839,0.00952715,-0.00099082,0.00144724,0.07620007,0.07212463,0.00000627,-0.00021178,1
210,23.87370968,8.91395601,10.28736672,34.79311828,23.79483871,0.14616746,0.08461895,-1.36145699,-0.02408716,-0.00210575,7.88634050,8.83950538,4.53519104,4.11776369,-0.08254989,0.14080767,0.15328302,0.30515459,0.29761854,-0.00085588,-0.00062033,1
211,5.04381720,1.45051031,0.82183553,255.48387100,12.27967742,0.13033475,0.00947639,0.19681720,0.00045380,0.01581668,9.29020430,0.45756631,0.05124322,0.00255338,0.00420298,-0.00069009,0.00139787,-0.03571038,-0.00042905,0.00047890,0.00000729,0
212,97.64655914,19.36114016,18.89056306,398.10225810,954.64279570,10.04752300,36.92675485,5.51194803,-0.69520531,0.17854025,10.90448029,6.39246237,0.53168166,-0.65481080,0.03191808,-0.01361262,0.02595216,0.10879288,0.03534162,-0.00048096,-0.03047109,0
213,1.62139785,0.00000000,0.01776034,0.00000000,0.81204301,0.04711841,0.03861437,0.05673118,0.00362075,0.00110164,0.00000000,-0.02395699,-0.00075631,0.00000000,0.00059228,0.00000000,-0.00002040,0.00000000,-0.00013414,0.00000435,0.00006620,0
214,5.90215054,0.00000132,0.63480645,0.00032258,1.63086022,0.10041510,0.00152562,-0.08084946,-0.00003820,0.01656285,0.00032258,0.05452688,0.02042693,0.00000132,-0.00430531,0.00000004,0.00068976,0.00000899,0.00132152,0.00036914,-0.00000114,1
215,42.82827957,1.96647408,2.75382404,51.79526882,59.06387097,0.35108578,1.31674812,6.97322401,0.30847879,0.01128827,-15.41839785,14.52864875,0.69825463,0.21914198,0.12174793,0.00386918,0.01384670,-0.54799083,0.05260973,0.00117310,0.01209599,0
216,6.60241936,0.36702230,1.07061865,10.32430108,24.99483871,0.65059724,0.24178162,1.20180824,-0.18584522,0.34560266,2.18918996,4.68150538,0.42664644,0.04765673,0.03400335,0.00132677,0.01584765,0.04432382,0.14891927,0.01256539,-0.00851452,1
217,50.33080645,1.45308793,1.43810153,97.60784946,32.42688172,0.61641355,1.92007468,0.40841756,-0.47060140,-8.51876920,28.28762724,7.28299283,-0.64173668,0.55008263,-0.00937864,0.01782397,-0.01574126,1.11182091,0.15022775,-0.20689279,-0.01502766,0
218,21.42575269,1.28381941,0.50807357,38.96365591,9.28892473,11.56532411,4.90986618,0.93266936,-0.23416549,0.26393191,-0.04567742,0.59081362,0.02920839,-0.00758476,0.05222352,0.00011427,0.00153984,0.00091750,0.02694941,0.02718205,-0.01157921,0
219,21.28462366,0.22271361,0.10092632,12.90591398,5.89419355,0.15476638,0.02949629,-95.38515412,0.00780451,0.05502569,-2061.21275300,-1688.27547300,-7.57298793,-32.91126717,-2.69165098,-0.86435002,-0.22622579,-59.82482337,-50.36571920,0.00192830,0.00024121,1
220,19.17225806,2.23270538,0.23067064,140.75903230,7.09913979,0.03873257,2.34572862,1.55770251,0.04422408,-0.02399127,22.53803226,0.25180645,-0.02402637,0.25519856,0.07980786,0.01508399,0.00045415,1.03394518,0.02573964,-0.00106226,0.00486477,1
221,19.66854839,1.51093072,0.50124426,354.83139780,11.15290323,0.10387473,0.22384060,0.94627061,-0.02927472,-0.09586320,47.81450896,-0.71687455,-0.07084634,0.18995980,0.00665918,0.00602160,-0.00106012,1.49131165,-0.01119284,-0.00217067,-0.00135374,0
222,2.76822581,0.00005110,0.02778806,0.01043011,1.03827957,0.01298142,0.42528282,0.45794803,-0.04607007,-0.00166166,0.00443011,0.21683513,0.00707777,-0.00000307,0.00394738,-0.00000026,0.00012657,0.00004580,0.00270104,-0.00006230,-0.00201635,0
223,76.68279570,4.81314926,5.38556526,261.35387100,169.36182800,10.27160221,0.46663334,2.93646237,0.01773557,-1.42029753,21.34720430,-16.36672760,-0.29954302,0.38257478,0.07557553,0.00860722,-0.00973226,0.65897585,-0.39078918,-0.04034609,-0.00035113,0
224,5.55440860,0.03281458,0.05865252,2.17569893,2.14924731,0.05167913,0.02100433,-0.10836918,-0.35048209,-0.10409460,0.82669893,0.07946953,-0.00322849,0.01044370,0.01592032,0.00026052,0.00019159,0.01866244,0.00395646,-0.00057074,-0.00221220,0
225,62.06827957,0.84014421,0.88138124,41.79462366,15.09053763,0.44858360,0.07456960,8.11233513,0.07199713,0.20034815,33.73340143,5.13453763,0.15579897,0.63561819,0.32330487,0.01337939,0.00312473,0.67560233,0.13914313,0.00491328,0.00239918,1
226,31.04564516,17.96530749,17.58167084,989.07376340,50.32268817,0.04818911,0.02233500,-0.90868817,-2.95787330,-0.09440102,-10.98712545,-3.52397850,0.06373602,0.12687705,-0.03135603,-0.00477864,-0.00562056,0.19169328,-0.06711088,-0.00356716,-0.11015438,1
227,6.16365591,0.32511582,0.75779127,18.13053763,10.68354839,0.37612924,0.40305941,0.97465591,-0.13261467,0.13750592,5.73164875,2.76343728,0.09128514,0.10847610,0.02686797,0.00368546,0.00220263,0.19642094,0.07143998,0.00325559,-0.00274477,0
228,13.13860215,0.87172129,0.78866366,64.01032258,15.50172043,0.39117144,0.14938769,2.78982437,0.02755139,0.15619099,18.53454480,3.84094265,0.11032146,0.08449103,0.07411229,0.00169842,0.00209624,0.50095752,0.08510665,0.00410811,0.00061723,1
229,64.33580645,29.83760092,6.05159771,709.22741940,501.75483870,0.04829243,0.13859301,3.61013979,0.00625141,0.00206618,200.07553050,162.85550540,1.05652753,7.58625381,0.13127463,0.27521729,0.04018687,8.08724555,6.42798995,0.00002690,-0.00004790,1
230,31.68000000,10.92140175,3.91328493,39.86215054,206.04903230,2.38005680,2.72347013,0.25961111,-0.59561958,1.77827849,-10.96340502,-16.59007885,0.34502267,1.64049836,-0.00797951,0.05959776,0.00849131,-0.19479922,-0.72628310,0.05713451,-0.01082571,0
231,7.75075269,0.15930566,0.58220940,7.76086022,10.60021505,0.24146588,0.02057598,-4.43758065,-0.92996484,-0.33461549,-47.03880645,-1.67378495,-0.43039917,-0.43960861,-0.17698590,-0.01751282,-0.01733821,-1.86631870,-0.12055579,-0.01601723,-0.03241538,1
232,17.57021505,4.11060731,1.86841639,823.11333330,205.95956990,0.24751102,0.01334636,0.01810394,-0.00042258,-0.06410202,10.70844444,3.17190323,0.01436790,0.05756615,-0.00590340,0.00028160,-0.00060348,0.02461467,-0.04127693,-0.00431930,-0.00002710,0
233,42.48365591,7.99233734,5.97373391,614.99064520,159.43645160,0.29407526,10.32745936,7.29376703,-0.04144875,0.01336372,14.88086738,7.45334050,0.39455069,0.41102455,0.11021188,0.00281139,0.01029923,0.11283078,0.18662207,0.00035060,0.00460131,0
234,23.57543011,3.14733067,3.49026943,67.59946237,57.77655914,0.19984345,0.09272381,-0.46129212,0.00291151,0.05842826,10.96168459,-2.15877419,0.10988301,0.00528896,-0.05573744,-0.01335209,-0.01144290,-0.15907421,-0.45247700,0.00093689,0.00012105,1
235,1.62610215,0.00003390,0.10295302,0.00193548,4.78129032,0.01420899,0.00399923,0.19037993,0.00054087,-0.00088972,0.00160215,0.09140143,0.00847673,0.00002850,0.00305182,0.00000143,0.00000678,0.00007910,-0.00329720,0.00000108,0.00001080,1
236,7.07053763,0.00001940,0.00000000,0.00290323,0.00000000,0.01990010,0.00901018,0.36153763,0.00051380,0.00113550,-0.03620789,0.00000000,0.00000000,-0.00034926,0.01363934,-0.00000705,0.00000000,-0.00070686,0.00000000,0.00003930,0.00003770,0
237,10.73010753,0.07367427,0.46840138,3.01720430,8.87473118,0.12679198,0.11469070,0.07927419,0.01200639,0.01408646,-0.42079570,0.13406452,0.03542289,-0.02095101,0.01553852,-0.00003200,0.00098283,0.00558770,0.04275569,0.00085614,0.00032692,1
238,7.82698925,0.96704545,0.83048294,49.49150538,11.31000000,0.18379081,0.04078120,-0.01545520,0.01128595,0.00197964,-7.99793907,-2.43988889,0.01783654,-0.01691706,0.00323356,-0.00067109,-0.00033534,-0.07350291,-0.09657377,-0.00016895,0.00055066,0
239,14.36913978,13.22560831,0.63587273,298.05774190,13.44301075,0.03764630,0.03787250,1.92113979,0.00888761,0.02619747,64.53318638,9.22534409,0.11520286,9.02794650,0.06526071,0.32053453,0.00210737,2.60723691,0.22569311,0.00055260,0.00031539,1
240,6.49806452,0.15005063,0.43498375,5.55075269,6.21784946,0.18532503,0.00190099,-0.36949104,0.00079143,0.01160432,0.34275269,-0.35037276,-0.04034294,0.02628089,-0.00936401,0.00148894,-0.00122596,0.03511687,-0.00350943,0.00022219,0.00003280,0
241,6.30897850,0.95734580,0.46071010,61.06838710,14.33580645,0.02753336,0.01209993,0.81631183,-0.00955181,-0.11120330,38.54760932,6.72002867,0.10945489,0.53893093,0.06064983,0.01972627,0.00541025,1.54584470,0.33576714,-0.00129932,-0.00007400,1
242,4.98806452,0.04521323,0.03935023,1.83924731,5.64322581,0.01322058,0.00740444,-1.97271326,-0.00193582,-0.23022943,-3.20308602,-8.25155197,-0.42842025,-0.05734298,-0.03979288,-0.00150218,-0.00817887,-0.07424379,-0.16243258,-0.00483664,-0.00006710,1
243,61.58473118,5.24202061,1.75806987,133.15451610,40.88655914,3.32490054,0.49368117,9.99578674,-0.10956031,1.72535624,14.55607168,2.29555914,0.28418543,0.36643240,0.12765909,0.01487542,0.00013155,0.14947241,-0.07575639,-0.00574996,-0.00231203,1
244,9.04559140,0.18373164,1.21327941,5.35655914,23.30774194,0.53402474,0.02630230,0.01275807,-0.00335155,0.02103800,0.31167025,0.49163082,-0.03299367,-0.02784872,-0.00588983,-0.00140031,-0.00120947,-0.00504301,-0.05639239,-0.00207376,-0.00020676,1
245,25.61387097,2.45985776,1.83725640,143.27580650,48.39956989,0.79999023,7.64218659,0.80709319,-2.94082570,-0.19184208,-8.65863799,-0.34709677,-0.37308498,0.12570141,0.03106170,0.00150874,-0.01718980,-0.52552071,0.10003191,-0.00503082,-0.14496760,1
246,20.99741935,1.22020369,1.24859249,114.84107530,28.22559140,0.12466703,0.18708489,1.04280824,0.01181312,0.01438894,24.43496416,1.50859140,0.26466502,0.29745021,0.00253235,0.00687654,0.00652336,0.68131765,0.04310823,0.00014396,0.00063764,1
247,16.83838710,0.57704800,0.80596177,8.97774194,13.71946237,0.97440389,0.08280602,-4.17811290,-0.03360637,-0.33659531,-11.48914695,-8.82964875,-0.35980938,-0.03396734,-0.20106610,-0.00820018,-0.01898760,-0.55081861,-0.46964075,-0.03101514,-0.00175802,1
248,34.33362903,0.24001591,0.48150330,8.73032258,16.47559140,1.90487611,0.62702439,1.96051792,-0.00473953,0.00796582,4.39898925,1.12536918,-0.04427701,0.01576401,0.03864221,0.00103600,-0.00185356,0.12165997,0.02464446,0.00005360,-0.00015093,1
249,28.15772222,1.04844368,1.14177001,23.51666667,14.40622222,0.29378095,0.02578105,4.70363889,-0.01062671,-0.30168494,0.93311111,-4.86588889,-0.29525515,0.04463844,0.19871706,0.00765301,-0.00096677,0.13835968,0.08935749,0.00039943,-0.00001150,1
250,53.09317204,103.84276630,5.49713931,2190.57774200,193.72118280,0.52219170,0.14285807,-17.09046685,-0.05444852,0.06921697,-793.54036920,73.05829391,-0.61565520,-5.81466851,-0.73687480,-0.19564069,-0.02538822,-30.01335360,1.53643857,0.00127780,-0.00226664,0
251,8.81787634,0.20754663,0.42208146,3.47435484,12.98645161,0.10002973,0.86308899,1.85082079,0.39085341,0.04798078,1.69335484,1.00389606,0.21045269,0.16578609,0.03700013,0.00393280,0.00194814,0.02231632,0.04735660,0.00051096,0.00367749,0
252,37.53913978,3.60922811,1.05353216,174.32978490,20.94301075,0.99176771,0.15361383,-1.88063799,-0.17162896,-0.19253325,-18.42510394,-3.79221147,-0.10862029,-1.68193457,-0.11575903,-0.03398802,-0.00939202,-0.57956601,-0.19762753,-0.01291802,-0.00434764,1
253,11.92817204,1.38796159,0.96374872,62.79860215,13.94344086,0.66323365,5.16577906,4.22072760,5.11007972,0.43159540,48.63371326,4.20921864,0.25704582,1.10002098,0.06763265,0.01858493,0.00460339,0.84973383,0.09517522,0.00679680,0.07081111,0
254,9.82172043,0.90073771,0.83028739,48.46096774,15.43666667,0.34503004,0.01077066,0.70738710,-0.00225625,0.05591303,9.92852330,1.40122222,0.07779439,0.16545428,0.00904283,0.00658305,-0.00036342,0.36827093,0.03440102,0.00061029,-0.00006370,0
255,53.67543011,0.08711355,0.65991933,8.78118280,13.36838710,0.33419355,0.00906635,-0.37445878,-0.14424308,-0.04090744,0.65873835,0.36260932,-0.01518794,-0.02526977,-0.03386788,-0.00132820,-0.00110606,-0.06134655,-0.02725912,-0.00399131,-0.00587355,1
256,17.44860215,1.88645167,1.27978782,110.38967740,20.07698925,0.47187432,0.55982023,2.57260215,-0.08073964,0.19068866,9.39023298,5.20187814,0.21100478,0.11522544,0.06325260,0.00403656,0.00298778,0.34646836,0.13560391,0.00320919,-0.00113689,0
257,35.47376344,8.18537246,1.51881486,208.37784950,49.26569892,0.64456102,0.08838120,-4.50645878,-0.13766747,0.19932438,-7.14792832,8.52803226,0.05939481,0.49176077,-0.05711475,0.03487289,0.00239618,0.53599841,0.37229350,0.00578484,-0.00241944,1
258,31.34639785,0.42314862,0.47946163,25.01419355,23.99494624,0.36060844,1.67599085,-1.13365771,-0.60711092,-0.06705044,5.83197133,-1.61283154,0.04629319,0.04490413,-0.01962736,0.00127751,-0.00005010,0.21733298,-0.04522951,-0.00296640,-0.02222393,0
259,2.05236559,0.01627389,0.07006362,0.33602151,1.10924731,0.00721730,0.00521649,-16.37930108,-0.00398388,-1.64450261,-90.94731183,-26.50964158,-0.93786185,-0.63015683,-0.24419888,-0.01059893,-0.01455560,-1.32393481,-0.39512350,-0.02479858,0.00004280,0
260,8.66602151,0.46537167,1.97676241,4.84215054,10.76419355,0.14060398,0.01984455,-2.95353405,-0.12809142,-0.47695765,-77.64918280,-22.96080645,-0.10784761,-1.61268103,-0.08077349,-0.05506840,-0.00264872,-2.51748775,-0.66869399,-0.01082859,-0.00317428,1
261,72.21532258,7.37855207,2.94938007,554.70569890,272.82806450,31.33950586,3.15498448,-0.17451075,0.78230710,22.03268573,38.91347670,25.79050896,0.99283084,1.41523346,-0.01403393,0.04651631,0.01653624,1.40452124,0.70606945,0.35052963,0.03677384,0
262,83.51596774,0.23468880,0.79909530,9.13677419,18.74580645,0.32085047,0.04151946,-1.38186559,-0.03174984,0.04968242,2.55477419,0.93680645,0.06672885,0.01890947,0.00362145,0.00045721,0.00355337,0.03666367,-0.01076679,0.00213628,-0.00112887,1
263,23.27763441,0.33628683,1.02208551,13.72666667,11.33526882,0.42502623,0.02188577,-6.64925448,-0.01992656,-0.41296859,-41.83588889,-20.58750896,-0.87310161,-1.06935166,-0.21054539,-0.03948749,-0.03206955,-1.58419672,-0.72602433,-0.01692226,-0.00076043,1
264,14.65139785,1.43906095,0.61957957,71.59860215,8.24655914,0.04218630,0.38022975,2.78706452,-0.11879811,-0.02589635,12.60871326,0.29967025,0.09580897,0.24303760,0.05975075,0.00694917,0.00192542,0.39736630,0.01566755,-0.00051284,-0.00258097,0
265,6.61322581,2.00430405,0.96945758,248.03688170,22.45870968,0.57323528,0.70798571,0.51183692,0.21677233,0.33503605,5.43738172,2.62226523,0.18476274,0.25794714,0.01730390,0.00679700,0.00610349,0.15160312,0.17051031,0.01081356,0.00435778,0
266,15.26473118,1.59813059,0.31384180,39.54569892,5.42709677,0.57716695,1.40540062,-1.20082437,-0.00854196,0.06852609,-11.92774552,-0.65523656,-0.02216537,-0.30068535,-0.10391891,-0.01695176,-0.00123343,-0.53869610,-0.02390305,0.00047007,-0.01678867,0
267,13.62338710,0.09817055,0.68429714,8.93182796,14.66516129,0.36797131,0.56440904,1.47372043,-0.04898534,0.08676865,3.64327240,2.88549462,0.09761159,0.03272011,0.04074484,0.00072793,0.00221028,0.08357218,0.06401022,0.00212767,-0.00126805,0
268,23.21779570,0.03219236,0.34690945,1.40946237,16.83634409,0.13272465,0.01929893,-1.67648208,0.00439749,-0.05548720,0.07879570,-6.73187814,-0.05334729,-0.01396501,-0.03550194,-0.00030209,-0.00187211,-0.00245161,-0.16531588,-0.00166288,0.00008820,1
269,54.20618280,56.28650700,43.11797143,1264.37258100,211.60774190,1.22717056,1.10617536,-1.25353943,0.24656924,-0.04206998,-62.79353047,-8.58992473,1.27282162,-4.64731217,-0.00115058,-0.08463009,0.02307392,-0.17040966,-0.18710418,0.00259640,0.01730165,0
270,37.01602151,8.17643696,6.69259446,568.44881720,40.57311828,0.40416289,23.55005545,-5.74820072,-8.49534125,-0.15851492,-21.06918280,-6.16643728,-1.57734378,-1.12804802,-0.19464181,-0.03790953,-0.04892640,-0.75233933,-0.18337405,-0.00640174,-0.27398935,0
271,53.87037634,14.51526601,7.37230986,619.42419350,58.52408602,0.71363830,0.99621454,-1.85601255,0.15809187,-0.51116625,-35.84780645,-8.09246953,-0.17604505,-0.45502229,-0.04006575,-0.01972285,-0.00998095,-1.38836436,-0.26774599,-0.01709119,0.00244188,1
272,12.42123656,0.01622633,0.86652598,2.14397850,9.18784946,8.85337545,8.82316813,0.75112545,0.97617119,1.09993310,0.45342294,1.80996057,0.06854872,0.00490805,-0.00816825,0.00003090,0.00156232,0.00111634,0.01139926,-0.02348324,-0.02677950,0
273,2.23236559,0.06362597,0.24641855,2.09537634,3.70956989,0.16493748,0.09079274,-0.32632885,0.00206721,0.06303043,1.76226523,1.19379212,0.02889706,0.00780454,-0.00655773,0.00031202,0.00323429,0.00742940,0.04763652,0.00203377,0.00014841,0
274,102.94150540,5.46092858,12.77193535,489.16182800,315.48483870,98.79907461,1.60938661,0.01694982,0.11178110,1.93355745,27.65405018,75.75217204,0.14602491,-0.03420222,-0.00001460,-0.00336610,-0.02112803,1.02443681,2.32679693,-0.11745429,0.00085642,0
275,47.85591398,0.45738491,1.46244245,28.07548387,21.06580645,0.93919471,0.11882807,24.67246953,-0.15889772,-0.05422206,8.90970609,6.77780645,-0.46057540,-0.61532291,0.85071408,0.00170361,0.00359370,0.48792738,0.26062101,0.00666557,-0.00287198,1
276,16.31806452,0.97677775,0.26506576,36.66881720,16.19731183,0.17970368,0.10067030,-0.91882437,-0.00254010,-0.12457909,-3.87018280,-1.71768817,-0.12581774,-0.12663767,-0.01198766,-0.00114730,-0.00192948,-0.02985634,-0.00110717,-0.00214100,0.00007330,1
277,15.21021505,0.71717227,1.05913267,41.88569892,16.96978495,0.34696252,0.00721848,1.84932617,0.00047294,0.09450905,10.48436559,3.61067384,0.14354332,0.20871201,0.03371602,0.00613139,0.00322579,0.29804636,0.10215494,0.00201328,0.00003170,0
278,36.91182796,3.41724584,1.49563254,108.50881720,27.19881720,0.20467102,0.19238584,3.38060574,0.13492702,-0.12859598,15.51392832,2.04826165,0.26560272,0.29832189,0.11883818,0.02409353,0.00673350,0.52715600,0.10706787,-0.00361837,0.00285913,1
279,10.61123656,1.03489316,1.59843713,16.50236559,20.42645161,0.06785366,0.01074899,0.02759767,0.00024874,0.00132714,1.98569893,0.82256272,0.10998760,0.02053059,0.00116438,0.00155568,0.00260716,0.06107721,0.01962983,-0.00021242,0.00000696,1
280,7.52618280,0.64943225,0.73281404,32.95741935,11.78204301,0.31984743,0.00127518,0.49384946,0.00028991,0.08966969,4.52897491,3.40970968,0.07855404,-0.03554092,0.00754266,-0.00159676,0.00208657,0.06463952,0.08881227,0.00190192,0.00000698,1
281,22.04725806,1.18943529,1.22929989,58.97247312,28.38935484,1.37473149,0.13301831,-10.94121416,0.00060701,0.59098315,-19.95808244,-4.69431183,-0.29606963,-0.77778698,-0.13393575,-0.01590664,-0.00836304,-0.36898026,-0.23592808,0.01151309,0.00034725,0
282,57.29913978,9.56805032,6.13528697,673.42172040,36.07580645,0.19396269,0.06755214,2.41936201,-0.00447877,-0.41764836,-231.94061290,-17.72152688,1.49252240,-25.70469328,0.09348757,-0.41893709,0.03736535,-3.07536189,-0.24114507,0.00012738,-0.00012672,0
283,39.75064516,61.39538300,3.87629574,1118.71677400,100.22967740,1.25202492,0.22105379,-0.78418817,-0.00197147,0.42596735,-11.47922581,25.23089964,0.26463169,1.11300715,-0.02852221,0.06579961,0.01078214,0.93569029,0.76629015,0.00685599,-0.00033611,0
284,3.85451613,0.00044131,0.02305035,0.03860215,1.01322581,0.00978709,0.00781839,-0.14259498,-0.00126785,-0.00049932,-0.01017563,-0.02921864,-0.00092854,-0.00005520,-0.00512709,-0.00000861,-0.00002680,-0.00078195,-0.00078847,-0.00002260,-0.00003780,1
285,4.40376344,0.09574863,3.53764737,0.81225807,8.26161290,27.26661171,0.64148525,0.49126344,0.04479175,0.30702574,0.00614695,0.38605735,0.17077759,-0.00356117,0.00981967,-0.00012486,0.00317487,-0.00114437,0.01004354,-0.00719465,0.00199653,0
286,31.31919355,24.68927510,18.59400076,377.02827960,191.47903230,1.01623284,1.21881782,2.02252688,-0.50944613,0.08122390,57.28416846,0.35992115,-1.21972522,3.72236174,0.05470968,0.14111435,-0.05173524,1.87882866,-0.00079693,-0.00166112,-0.01057530,0
287,19.39870968,5.19859167,4.87580177,271.98311830,184.39838710,0.37381841,0.01458724,2.85737634,0.00914791,0.12790785,62.33667384,47.74294265,0.95595616,0.98768522,0.07598061,0.02956539,0.02950707,1.74496862,1.36849956,0.00303809,0.00013310,0
288,17.03795699,0.79700761,0.76567717,24.02612903,2.90473118,0.18799682,0.39464481,2.78606810,-0.13851601,-0.08603907,-7.34453763,-2.49237993,-0.00008440,-0.19325193,0.14083483,-0.00602595,0.00089431,-0.20424150,-0.06087255,-0.00246852,-0.00327863,1
289,12.34978495,1.31552652,2.04128476,60.47430108,20.61215054,0.51613663,6.49831213,0.61750717,0.20619776,0.12686956,16.46430108,4.25959498,0.34564089,0.42273824,0.02386339,0.01095784,0.01134313,0.48967689,0.14897691,0.00264591,0.00464518,0
290,6.02892473,0.38590134,0.05742372,13.60602151,3.40247312,0.01755568,0.01089779,-0.64663082,-0.01880012,-0.01779225,-8.42108961,-0.04886022,-0.00024250,-0.06227161,-0.01712304,-0.00128150,-0.00000755,-0.19870527,-0.00119143,-0.00049844,-0.00050922,1
291,15.61354839,1.20105643,1.25328439,39.88322581,15.88849462,19.44873119,19.63490250,1.87565950,1.48900620,1.48033373,1.46333692,3.33038351,0.17841662,0.01645545,0.02444509,-0.00345313,0.00224535,-0.02141530,0.04409695,0.03191154,0.03125489,1
292,0.34881720,0.00000000,0.00000000,0.00000000,0.00000000,0.01132202,0.00036341,-0.08929391,0.00016798,0.00218521,0.00000000,0.00000000,0.00000000,0.00000000,-0.00394130,0.00000000,0.00000000,0.00000000,0.00000000,0.00006150,0.00000386,1
293,6.28107527,0.06197799,0.10238464,0.35397850,3.12075269,0.19966657,0.16880448,-1.23181362,-0.02107907,-0.02211425,-0.02013262,-0.41502509,-0.00901672,0.00606924,-0.03909841,0.00031800,-0.00005970,0.00026071,-0.00114120,-0.00092742,-0.00086121,1
294,23.31725806,1.30496963,1.77179835,43.56838710,46.99290323,4.24194711,0.03300415,-0.60963082,-0.00402591,1.47458832,8.43916488,5.72623656,0.17475020,0.15155697,-0.04113247,0.00475877,0.00709753,0.27759422,0.15270968,0.03669112,-0.00034895,1
295,13.62177419,5.51563220,2.17388814,196.15784950,29.83612903,0.07097680,0.11731110,-11.72572581,-0.05389654,-0.03132645,-1.56381720,1.36101792,0.44781462,0.11585310,-0.40525040,0.00044649,0.01371105,-0.08752953,0.01691521,-0.00087874,-0.00146127,1
296,28.81849462,28.53615902,5.72682372,334.73709680,95.78709677,3.31668941,1.39694030,4.63002240,0.15431848,0.20565944,15.13587455,-12.52168100,0.31444897,0.46680760,0.06322162,0.01529697,0.00800009,0.49603226,-0.53143875,-0.00618694,0.00128284,1
297,54.63908602,2.19994608,2.05668925,93.12548387,48.17537634,0.35951316,0.17499186,-7.17724731,0.02133378,0.08492146,4.12459498,3.50326523,0.33824339,0.27056976,-0.22009034,0.00652261,0.01144109,0.00145108,0.03270104,0.00167743,0.00049243,1
